# File Name: /Users/chiara/Dropbox/Epigenetik-Labor/Experiments_Lena/MethyLight/Validation_Barcelona_samples/BARCA_pipeline/2021-08-13_BARCA_plate 3_4_H1-12(1).eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-13 11:22:39 AM CEST
# Run End Date/Time: 2021-08-13 12:32:10 PM CEST
# Run Duration: 69 minutes 31 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-08-15 11:09:36 PM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2021-08-23 12:35:35 PM CEST
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"16000491010451","COL2A1","2","-","0","26.19112416876685","0.3995207874418368","0.282503858025112",
"16000491010451","DPP6","2","-","0","36.315748801138355","0.5632325456553057","0.39826555241782835",
"16000491010451","EpC","2","-","0","25.939394139736873","0.10707499273854082","0.07571345346092255",
"16000491010451","GSX1","2","-","0","","","",
"16000491010451","GYPC1","2","-","0","33.590117317503335","0.084884770888135","0.06002259711446669",
"16000491010451","GYPC2","2","-","0","35.12128963166131","1.0398945389308631","0.7353164801968716",
"16000491010451","ImC","2","-","0","27.97120004056534","0.2332324474995568","0.16492024521967202",
"16000491010451","RALYL","2","-","0","37.47361484022413","0.6416103633288194","0.4536870387893727",
"16000491010451","ZSCAN12","2","-","0","","","",
"16000491010452","COL2A1","2","-","0","25.764806164204916","0.9259465454185124","0.6547430812816876",
"16000491010452","DPP6","2","-","0","31.8864468374609","0.25502688363390025","0.1803312388024034",
"16000491010452","EpC","2","-","0","26.12491005052223","0.05588086937287777","0.039513741672161526",
"16000491010452","GSX1","2","-","0","","","",
"16000491010452","GYPC1","2","-","0","30.686468286842747","0.5848582807170672","0.4135572563281436",
"16000491010452","GYPC2","2","-","0","30.900829678098617","0.11095312447591524","0.07845570671075476",
"16000491010452","ImC","2","-","0","28.364899233760546","0.131544991694503","0.09301635565831115",
"16000491010452","RALYL","2","-","0","37.550396482851795","0.4056751812891731","0.28685567164865633",
"16000491010452","ZSCAN12","2","-","0","30.022554761699688","0.26384527785579226","0.18656678515587952",
"16000491010465","COL2A1","2","-","0","26.898817100937368","0.224097065466141","0.15846055463511396",
"16000491010465","DPP6","2","-","0","33.72025724135585","0.006465938133422697","0.004572108700875876",
"16000491010465","EpC","2","-","0","27.14413138406406","0.008973686276211144","0.006345354418149558",
"16000491010465","GSX1","2","-","0","","","",
"16000491010465","GYPC1","2","-","0","32.667457581964854","0.6294758013792864","0.44510660774812966",
"16000491010465","GYPC2","2","-","0","33.45753985181736","0.09130545024065316","0.06456270302445673",
"16000491010465","ImC","2","-","0","28.443228870295172","0.045081096009594264","0.03187714869170591",
"16000491010465","RALYL","2","-","0","35.4422772808807","1.2849790600438173","0.908617407039699",
"16000491010465","ZSCAN12","2","-","0","33.56704363573261","0.24226954376657306","0.17131043727231487",
"16000491010474","COL2A1","2","-","0","28.013096225550854","0.022718675398855664","0.01606452943410683",
"16000491010474","DPP6","2","-","0","30.562990854348232","0.12993667334436204","0.09187910284661971",
"16000491010474","EpC","2","-","0","27.60370796332461","0.051070331398397034","0.036112177649250794",
"16000491010474","GSX1","2","-","0","33.612714522009824","0.13150007794709803","0.09298459684295259",
"16000491010474","GYPC1","2","-","0","30.033503150577868","0.08841896847880139","0.06252165219688005",
"16000491010474","GYPC2","2","-","0","30.409133036987424","0.012236606674301887","0.008652587558111432",
"16000491010474","ImC","2","-","0","29.403578179051546","0.17634601998047122","0.1246954665634496",
"16000491010474","RALYL","2","-","0","","","",
"16000491010474","ZSCAN12","2","-","0","30.424676616221433","0.1688563513567421","0.1193994710907706",
"16000491010482","COL2A1","2","-","0","25.26216575492188","0.3871134017439703","0.27373051146135363",
"16000491010482","DPP6","2","-","0","28.95634888308739","0.1096667373611501","0.07754609365867333",
"16000491010482","EpC","2","-","0","25.23999976615751","0.13274370926418338","0.0938639769805596",
"16000491010482","GSX1","2","-","0","38.277442746242656","0.6514963049403157","0.46067745514127606",
"16000491010482","GYPC1","2","-","0","27.3233161764061","0.03342812571170175","0.02363725437310069",
"16000491010482","GYPC2","2","-","0","27.679631454686135","0.08306865279952545","0.05873840769857533",
"16000491010482","ImC","2","-","0","28.04358272618319","0.02061612750239345","0.01457780355874889",
"16000491010482","RALYL","2","-","0","38.15821153545987","5.0906415054822105","3.599627129116166",
"16000491010482","ZSCAN12","2","-","0","","","",
"16000491010493","COL2A1","2","-","0","29.97135001178022","0.14865099605273754","0.10511212733902542",
"16000491010493","DPP6","2","-","0","33.81468816222295","0.4741541213524076","0.33527759453583655",
"16000491010493","EpC","2","-","0","29.21682175367988","0.2442701176009553","0.1727250565968709",
"16000491010493","GSX1","2","-","0","","","",
"16000491010493","GYPC1","2","-","0","32.472637093609954","0.23270479915645237","0.16454714149818103",
"16000491010493","GYPC2","2","-","0","32.70281925618856","0.35397406571503803","0.25029746223127597",
"16000491010493","ImC","2","-","0","31.792918461646703","0.5269120318264369","0.3725830707932554",
