# File Name: C:\Users\charl\Dropbox\eutops\data\raw_data\methylight\Barcelona_selfsamples\2021-08-17_BARCA_plate 1_A7-G12.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-17 03:24:04 PM CEST
# Run End Date/Time: 2021-08-17 04:35:10 PM CEST
# Run Duration: 71 minutes 5 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-10-27 04:26:34 PM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2022-10-27 04:26:53 PM CEST
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End"
"1","A1","false","16000491010884","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"1","A1","false","16000491010884","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"2","A2","false","16000491010885","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"2","A2","false","16000491010885","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"3","A3","false","16000491010886","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"3","A3","false","16000491010886","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"4","A4","false","16000491010895","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"4","A4","false","16000491010895","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"5","A5","false","16000491010898","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"5","A5","false","16000491010898","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"6","A6","false","16000491010899","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"6","A6","false","16000491010899","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"7","A7","false","16000491010884","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp","0.7718563542036014","","","33.96957377497234","0.92135171925782","34.17201020200102","0.28628834062115605","false","0.04","false","3","20"
"7","A7","false","16000491010884","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"8","A8","false","16000491010885","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"8","A8","false","16000491010885","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"9","A9","false","16000491010886","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"9","A9","false","16000491010886","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"10","A10","false","16000491010895","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"10","A10","false","16000491010895","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"11","A11","false","16000491010898","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"11","A11","false","16000491010898","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"12","A12","false","16000491010899","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"12","A12","false","16000491010899","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"13","A13","false","16000491010884","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp","0.9406845875264095","","","34.395587594863194","0.9460732936365456","34.29851591395925","0.13728008765337743","false","0.04","false","3","20"
"13","A13","false","16000491010884","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","0.8722202335262531","","","34.125632586751735","0.9485232019344949","34.3226283805453","0.2785941233139818","false","0.04","false","3","20"
"14","A14","false","16000491010885","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"14","A14","false","16000491010885","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"15","A15","false","16000491010886","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.4237116727841478","","","Undetermined","0.0","","","false","0.04","false","3","20"
"15","A15","false","16000491010886","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.5049171998670955","","","Undetermined","0.0","","","false","0.04","false","3","20"
"16","A16","false","16000491010895","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp","0.7182483817087977","","","36.890182993455525","0.9049839753853159","38.18052017277141","1.8248123390228543","false","0.04","false","3","20"
"16","A16","false","16000491010895","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"17","A17","false","16000491010898","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.46526146642162597","","","Undetermined","0.0","","","false","0.04","false","3","20"
"17","A17","false","16000491010898","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"18","A18","false","16000491010899","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp","0.8121361923691384","","","36.70106917512374","0.8943322808214103","37.50134138617025","1.131755814452442","false","0.04","false","3","20"
"18","A18","false","16000491010899","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"19","A19","false","16000491010884","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1634933495687134","","","27.522672398823055","0.9405697511897395","27.46882748599556","0.07614820598618176","false","0.12","false","3","20"
"19","A19","false","16000491010884","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","0.7011636464338123","","","29.902792858178145","0.6788824376313781","29.64480945966838","0.36484362103952095","false","0.04","false","3","20"
"19","A19","false","16000491010884","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9635932188836893","","","27.993135852708463","0.9598719637561031","28.01323429432261","0.028423488715507685","false","0.04","false","3","20"
"20","A20","false","16000491010885","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.159417564935334","","","28.759252758915775","0.82821494499135","28.5902118818222","0.23905990098139865","false","0.12","false","3","20"
"20","A20","false","16000491010885","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.0989406344539117","","","26.706390391658807","0.9490813261199929","26.726681531766836","0.028696005536087914","false","0.04","false","3","20"
"20","A20","false","16000491010885","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.8919517400783566","","","29.380985954876248","0.9240031476479016","29.45397613868622","0.10322370786493001","false","0.04","false","3","20"
"21","A21","false","16000491010886","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1981311303098559","","","26.856696198583357","0.9467625792282262","27.12150235303468","0.3744924550249243","false","0.12","false","3","20"
"21","A21","false","16000491010886","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.1145946165506104","","","25.805482494540826","0.972319606169278","25.944365971737","0.19641089704014783","false","0.04","false","3","20"
"21","A21","false","16000491010886","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.8676365187941655","","","29.52127126368925","0.9557620590927461","29.584627997391824","0.08959995207060013","false","0.04","false","3","20"
"22","A22","false","16000491010895","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1108716645797636","","","29.03889199060131","0.7015341392143838","28.966369082294392","0.10256288050939871","false","0.12","false","3","20"
"22","A22","false","16000491010895","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.024637328969063","","","27.420752026978512","0.924573327100442","27.49904606510719","0.11072449057390747","false","0.04","false","3","20"
"22","A22","false","16000491010895","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.8645902962978669","","","29.88280636512461","0.9116246765694102","29.86852717613795","0.020193822728788","false","0.04","false","3","20"
"23","A23","false","16000491010898","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1751563420322362","","","28.01120964358508","0.8988122478338478","28.100674999117288","0.12652311915486242","false","0.12","false","3","20"
"23","A23","false","16000491010898","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.15508414599336","","","25.912926193845905","0.9792212376924564","25.900692861756472","0.017300544148507752","false","0.04","false","3","20"
"23","A23","false","16000491010898","ImC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"24","A24","false","16000491010899","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1240729587399914","","","28.168144546824763","0.8319809090056692","28.08463021650919","0.11810709858558892","false","0.12","false","3","20"
"24","A24","false","16000491010899","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.0475777995037272","","","26.941328467157376","0.9706378302586292","27.031380848534784","0.1273532990679448","false","0.04","false","3","20"
"24","A24","false","16000491010899","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9076944675445778","","","28.920716999785647","0.9205607538877013","28.755617278334014","0.2334862652206244","false","0.04","false","3","20"
"25","B1","false","16000491010884","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"25","B1","false","16000491010884","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"26","B2","false","16000491010885","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"26","B2","false","16000491010885","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"27","B3","false","16000491010886","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"27","B3","false","16000491010886","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"28","B4","false","16000491010895","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"28","B4","false","16000491010895","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"29","B5","false","16000491010898","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"29","B5","false","16000491010898","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"30","B6","false","16000491010899","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"30","B6","false","16000491010899","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"31","B7","false","16000491010884","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp","0.7579275262298841","","","34.37444662902969","0.9027812767903248","34.17201020200102","0.28628834062115605","false","0.04","false","3","20"
"31","B7","false","16000491010884","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"32","B8","false","16000491010885","DPP6","UNKNOWN","VIC","NFQ-MGB","Inconclusive","0.0","","","42.558832937860345","0.25091584446036186","42.558832937860345","","false","0.04","false","3","20"
"32","B8","false","16000491010885","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"33","B9","false","16000491010886","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"33","B9","false","16000491010886","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"34","B10","false","16000491010895","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"34","B10","false","16000491010895","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"35","B11","false","16000491010898","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"35","B11","false","16000491010898","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"36","B12","false","16000491010899","DPP6","UNKNOWN","VIC","NFQ-MGB","Inconclusive","0.0","","","42.05132317616959","0.29639003527453306","42.05132317616959","","false","0.04","false","3","20"
"36","B12","false","16000491010899","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"37","B13","false","16000491010884","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp","0.9571422052058108","","","34.2014442330553","0.9459653707026174","34.29851591395925","0.13728008765337743","false","0.04","false","3","20"
"37","B13","false","16000491010884","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","0.8639372093053023","","","34.519624174338865","0.9363727191290218","34.3226283805453","0.2785941233139818","false","0.04","false","3","20"
"38","B14","false","16000491010885","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.37715659412668034","","","Undetermined","0.0","","","false","0.04","false","3","20"
"38","B14","false","16000491010885","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","0.7972970823082615","","","37.813596219949986","0.9504736909052661","37.813596219949986","","false","0.04","false","3","20"
"39","B15","false","16000491010886","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.5675778238741975","","","41.488824418758455","0.3546199339658132","41.488824418758455","","false","0.04","false","3","20"
"39","B15","false","16000491010886","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"40","B16","false","16000491010895","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.6475886519543128","","","39.47085735208729","0.7735142390211307","38.18052017277141","1.8248123390228543","false","0.04","false","3","20"
"40","B16","false","16000491010895","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"41","B17","false","16000491010898","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"41","B17","false","16000491010898","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"42","B18","false","16000491010899","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.6726843690514702","","","38.30161359721677","0.8509345885797387","37.50134138617025","1.131755814452442","false","0.04","false","3","20"
"42","B18","false","16000491010899","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"43","B19","false","16000491010884","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1759945045159683","","","27.41498257316807","0.8908240176536132","27.46882748599556","0.07614820598618176","false","0.12","false","3","20"
"43","B19","false","16000491010884","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","0.7534287943642679","","","29.386826061158615","0.7752177692881995","29.64480945966838","0.36484362103952095","false","0.04","false","3","20"
"43","B19","false","16000491010884","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9644633519244803","","","28.03333273593676","0.9274371731620051","28.01323429432261","0.028423488715507685","false","0.04","false","3","20"
"44","B20","false","16000491010885","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1637426563059659","","","28.421171004728627","0.8300330787295201","28.5902118818222","0.23905990098139865","false","0.12","false","3","20"
"44","B20","false","16000491010885","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.109904535714293","","","26.746972671874865","0.9448738915674737","26.726681531766836","0.028696005536087914","false","0.04","false","3","20"
"44","B20","false","16000491010885","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9051524895985666","","","29.52696632249619","0.9262382530339254","29.45397613868622","0.10322370786493001","false","0.04","false","3","20"
"45","B21","false","16000491010886","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.2098370892642873","","","27.386308507486","0.8766540830341749","27.12150235303468","0.3744924550249243","false","0.12","false","3","20"
"45","B21","false","16000491010886","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.1169095935358486","","","26.083249448933174","0.963616868779158","25.944365971737","0.19641089704014783","false","0.04","false","3","20"
"45","B21","false","16000491010886","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.8598681861407792","","","29.647984731094397","0.9243004154402372","29.584627997391824","0.08959995207060013","false","0.04","false","3","20"
"46","B22","false","16000491010895","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1570751517463682","","","28.89384617398747","0.7864394102320649","28.966369082294392","0.10256288050939871","false","0.12","false","3","20"
"46","B22","false","16000491010895","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.05137522950575","","","27.57734010323587","0.9605245685474143","27.49904606510719","0.11072449057390747","false","0.04","false","3","20"
"46","B22","false","16000491010895","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.8790960635415326","","","29.85424798715129","0.9585266760840311","29.86852717613795","0.020193822728788","false","0.04","false","3","20"
"47","B23","false","16000491010898","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1751020290185752","","","28.190140354649493","0.8835945590302876","28.100674999117288","0.12652311915486242","false","0.12","false","3","20"
"47","B23","false","16000491010898","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.1677916078256512","","","25.88845952966704","0.9711749763095711","25.900692861756472","0.017300544148507752","false","0.04","false","3","20"
"47","B23","false","16000491010898","ImC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"48","B24","false","16000491010899","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1499269013348483","","","28.001115886193617","0.8557796020047974","28.08463021650919","0.11810709858558892","false","0.12","false","3","20"
"48","B24","false","16000491010899","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.0616785731019316","","","27.121433229912192","0.9376657513032317","27.031380848534784","0.1273532990679448","false","0.04","false","3","20"
"48","B24","false","16000491010899","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9065860616450898","","","28.59051755688238","0.9518377225821552","28.755617278334014","0.2334862652206244","false","0.04","false","3","20"
"49","C1","false","16000491010778","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"49","C1","false","16000491010778","GYPC1","UNKNOWN","CY5","NFQ-MGB","Amp","0.7766669945941521","","","35.1287495104444","0.8989412894110935","36.49630716942697","1.9340185886601649","false","0.04","false","3","20"
"50","C2","false","16000491010792","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","Amp","1.0322899568832384","","","35.09660451908985","0.9600843373254079","35.458295194388185","0.5115078583906448","false","0.04","false","3","20"
"50","C2","false","16000491010792","GYPC1","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.6155890917116974","","","41.007689049635864","0.5194936434228626","41.007689049635864","","false","0.04","false","3","20"
"51","C3","false","16000491010818","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","Amp","1.1169220394903752","","","29.744920153232933","0.961563097966132","29.783938559629107","0.055180359509829","false","0.04","false","3","20"
"51","C3","false","16000491010818","GYPC1","UNKNOWN","CY5","NFQ-MGB","Amp","1.0779338308595856","","","29.15114997132641","0.9571999589787737","29.059205900269035","0.13002855226906854","false","0.04","false","3","20"
"53","C5","false","16000491010828","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","Amp","0.7829107025894027","","","37.52828589225288","0.8354807109070302","39.07881388620812","2.1927777178906758","false","0.04","false","3","20"
"53","C5","false","16000491010828","GYPC1","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.73599228765127","","","36.14638802561068","0.8067461192389778","35.421212148077885","1.0255535611128748","false","0.04","false","3","20"
"54","C6","false","16000491010833","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","Amp","1.1252282188765654","","","29.278418382733676","0.9696807722655996","29.319859554756647","0.05860666751615583","false","0.04","false","3","20"
"54","C6","false","16000491010833","GYPC1","UNKNOWN","CY5","NFQ-MGB","Amp","1.0891667079864946","","","28.90312568969825","0.9459514912571348","28.930451741307966","0.038644872791417054","false","0.04","false","3","20"
"55","C7","false","16000491010778","DPP6","UNKNOWN","VIC","NFQ-MGB","Inconclusive","0.7015495479323726","","","34.48308081452144","0.8713520980550766","34.407385630392724","0.10704915599916749","false","0.04","false","3","20"
"55","C7","false","16000491010778","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"56","C8","false","16000491010792","DPP6","UNKNOWN","VIC","NFQ-MGB","Inconclusive","0.6935679285001813","","","35.62689330560886","0.9056592053671435","36.36116496161566","1.038416934391358","false","0.04","false","3","20"
"56","C8","false","16000491010792","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"57","C9","false","16000491010818","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp","1.017150886571443","","","29.119531674433638","0.9738187375123797","29.160863296818274","0.058451740929663897","false","0.04","false","3","20"
"57","C9","false","16000491010818","GYPC2","UNKNOWN","CY5","NFQ-MGB","Amp","0.994016760592662","","","29.028654280379744","0.9188982501842407","29.203260322167267","0.24693023236752837","false","0.04","false","3","20"
"59","C11","false","16000491010828","DPP6","UNKNOWN","VIC","NFQ-MGB","Inconclusive","0.576214032832198","","","38.97771857962265","0.6583988825129172","38.681958252148945","0.4182682663257551","false","0.04","false","3","20"
"59","C11","false","16000491010828","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp","0.5236160060179677","","","Undetermined","0.0","","","false","0.04","false","3","20"
"60","C12","false","16000491010833","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp","1.059632247391105","","","28.7563893519959","0.9681136850063788","28.80746976438213","0.07223861196941825","false","0.04","false","3","20"
"60","C12","false","16000491010833","GYPC2","UNKNOWN","CY5","NFQ-MGB","Amp","0.9859273006489765","","","29.117038377533508","0.90058073592778","29.031389293553847","0.1211260961684462","false","0.04","false","3","20"
"61","C13","false","16000491010778","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.6640924335821933","","","37.00841038711442","0.7483468088728279","35.580808679254375","2.01893369692288","false","0.04","false","3","20"
"61","C13","false","16000491010778","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","0.6981216061721408","","","35.85051631279686","0.844418020144263","37.38038499437478","2.1635610381374786","false","0.04","false","3","20"
"62","C14","false","16000491010792","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.670267874355205","","","39.80969569671981","0.8539715776802906","39.80969569671981","","false","0.04","false","3","20"
"62","C14","false","16000491010792","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","0.9124229780837503","","","36.85082223912826","0.9680419599976516","36.85082223912826","","false","0.04","false","3","20"
"63","C15","false","16000491010818","RALYL","UNKNOWN","CY5","NFQ-MGB","Inconclusive","0.611963893196129","","","37.78184842841593","0.8327590785330797","36.26772166624326","2.1412986022164353","false","0.04","false","3","20"
"63","C15","false","16000491010818","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","1.0259630785357599","","","30.80029786915582","0.9790958661785018","30.75419623330332","0.0651975586714515","false","0.04","false","3","20"
"65","C17","false","16000491010828","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"65","C17","false","16000491010828","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","0.04","false","3","20"
"66","C18","false","16000491010833","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp","0.7439201852682074","","","37.24874605691859","0.8276400949363314","39.93720750895168","3.8020586473824727","false","0.04","false","3","20"
"66","C18","false","16000491010833","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp","1.0226076584473573","","","31.34838630555665","0.9714008923968424","31.427002811695203","0.1111805292084106","false","0.04","false","3","20"
"67","C19","false","16000491010778","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.198034440258754","","","25.93063119388054","0.8080312866876878","25.955479833752683","0.035141283516412485","false","0.12","false","3","20"
"67","C19","false","16000491010778","EpC","UNKNOWN","CY5","NFQ-MGB","Amp","1.0682245200697653","","","24.994773966478796","0.9300543205622059","24.95625250456099","0.054477573885074834","false","0.04","false","3","20"
"67","C19","false","16000491010778","ImC","UNKNOWN","VIC","NFQ-MGB","Amp","0.9412039785745044","","","27.176884493812288","0.9326070460593192","26.975796825276376","0.2843809080690774","false","0.04","false","3","20"
"68","C20","false","16000491010792","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp","1.1654841839004144","","","29.336870812468607","0.84793971351824","29.242681214432707","0.13320420697800786","false","0.12","false","3","20"
