# File Name: C:\Users\charl\Dropbox\eutops\data\raw_data\methylight\Barcelona_selfsamples\2021-08-11_BARCA_plate 3_standards.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-11 06:23:43 PM CEST
# Run End Date/Time: 2021-08-11 07:33:08 PM CEST
# Run Duration: 69 minutes 25 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-10-27 04:34:55 PM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2022-10-27 04:35:14 PM CEST
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"STD_1","COL2A1","2","1000000.0","0","20.65293540026025","0.04347936461477143","0.030744553560787296",
"STD_1","DPP6","2","1000000.0","0","20.031791540315545","0.019452795435802108","0.013755203565690391",
"STD_1","EpC","2","1000000.0","0","19.52608602231765","0.0024121570117924176","0.0017056525803250972",
"STD_1","GSX1","2","1000000.0","0","20.252027650467422","0.036579443371454495","0.02586557245998478",
"STD_1","GYPC1","2","1000000.0","0","19.57728659665698","0.04438721712422636","0.0313865022265401",
"STD_1","GYPC2","2","1000000.0","0","19.4321545729085","3.68648940891309E-4","2.606741659814833E-4",
"STD_1","ImC","2","1000000.0","0","20.998274547972553","0.047788030428866646","0.03379124037580068",
"STD_1","RALYL","2","1000000.0","0","19.6039744614525","0.007561440346048847","0.005346745744228693",
"STD_1","ZSCAN12","2","1000000.0","0","20.01521106199213","0.06724611471003207","0.04755018371991212",
"STD_2","COL2A1","2","100000.0","0","23.53047775443195","0.012519763390809246","0.008852809592492301",
"STD_2","DPP6","2","100000.0","0","22.97036331782329","0.0283905038761667","0.020075117812140435",
"STD_2","EpC","2","100000.0","0","22.31732362150603","0.04217782472889541","0.0298242258814996",
"STD_2","GSX1","2","100000.0","0","23.23048125502519","0.020864930561410224","0.014753733888959607",
"STD_2","GYPC1","2","100000.0","0","22.082445544616128","0.13531788189741478","0.09568419190546235",
"STD_2","GYPC2","2","100000.0","0","22.13790547301013","0.09236000407405609","0.06530838519118222",
"STD_2","ImC","2","100000.0","0","24.01579638335189","0.10003368581627244","0.0707344975877708",
"STD_2","RALYL","2","100000.0","0","22.13344542688614","0.01887214389792424","0.013344620925750552",
"STD_2","ZSCAN12","2","100000.0","0","22.610222797153327","0.12540355431960645","0.08867370364428928",
"STD_3","COL2A1","2","10000.0","0","26.536199645130502","0.23201077824109326","0.16405639460264532",
"STD_3","DPP6","2","10000.0","0","26.386123965214303","0.01890716470093118","0.013369384373039358",
"STD_3","EpC","2","10000.0","0","25.5755831541554","0.12475126762233867","0.08821246729737345",
"STD_3","GSX1","2","10000.0","0","26.5501012636416","0.08809824985175609","0.06229486988084348",
"STD_3","GYPC1","2","10000.0","0","25.338325992587485","0.011436364177523166","0.008086730662045544",
"STD_3","GYPC2","2","10000.0","0","25.287480728102164","0.0858326080226828","0.06069281917976587",
"STD_3","ImC","2","10000.0","0","27.3532793866461","0.091689889419973","0.06483454257510758",
"STD_3","RALYL","2","10000.0","0","25.408475687181916","0.1449147576158749","0.10247020780419003",
"STD_3","ZSCAN12","2","10000.0","0","25.926349902531545","0.017559354429037586","0.012416338590030513",
"STD_4","COL2A1","2","1000.0","0","28.863897898541286","1.1199113363259097","0.7918969002437389",
"STD_4","DPP6","2","1000.0","0","29.732530008452244","0.28609424545090717","0.202299181016785",
"STD_4","EpC","2","1000.0","0","28.826922005960483","0.08707164137271338","0.061568948063688775",
"STD_4","GSX1","2","1000.0","0","30.128491598436035","0.20566975794599002","0.14543048052860535",
"STD_4","GYPC1","2","1000.0","0","28.685935381884146","0.04995643748911962","0.035324535712478344",
"STD_4","GYPC2","2","1000.0","0","28.738704873466574","0.151086794857201","0.10683449719126761",
"STD_4","ImC","2","1000.0","0","30.782917992576255","0.23189537482180925","0.16397479206229748",
"STD_4","RALYL","2","1000.0","0","29.067845224198464","0.24461272349935867","0.17296731555090644",
"STD_4","ZSCAN12","2","1000.0","0","29.582218650850514","0.2188485892244835","0.15474932149374146",
"gBLOCK","COL2A1","2","-","0","24.680858747175456","0.008762524432088357","0.006196040446242478",
"gBLOCK","DPP6","2","-","0","24.475499856777283","0.4388123139769051","0.31028716288123004",
"gBLOCK","EpC","2","-","0","23.512830571767015","0.24568956691686977","0.17372875883370464",
"gBLOCK","GSX1","2","-","0","24.859315771606678","0.04415397948443916","0.031221578309818625",
"gBLOCK","GYPC1","2","-","0","23.59871581503116","0.10063658294500985","0.07116081023585892",
"gBLOCK","GYPC2","2","-","0","23.480441624268828","0.1650294165942509","0.11669341956905456",
"gBLOCK","ImC","2","-","0","25.219198879277283","0.4589807878249401","0.3245484275053591",
"gBLOCK","RALYL","2","-","0","23.682868999295906","0.05240559702843053","0.037056353030932805",
"gBLOCK","ZSCAN12","2","-","0","24.26706983086909","0.009842285206729282","0.006959546612050315",
