Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments,SORT.A,SORT.B
89,D17,Sample_34,"""RGB(0,255,51)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,178,178
90,D18,Sample_42,"""RGB(0,255,187)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,179,179
90,D18,Sample_42,"""RGB(0,255,187)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,180,180
91,D19,Sample_50,"""RGB(0,187,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,181,181
91,D19,Sample_50,"""RGB(0,187,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,182,182
92,D20,Sample_58,"""RGB(0,51,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,183,183
92,D20,Sample_58,"""RGB(0,51,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,184,184
93,D21,Sample_66,"""RGB(85,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,185,185
93,D21,Sample_66,"""RGB(85,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,186,186
94,D22,Sample_74,"""RGB(221,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,187,187
94,D22,Sample_74,"""RGB(221,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,188,188
95,D23,Sample_82,"""RGB(255,0,153)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,189,189
95,D23,Sample_82,"""RGB(255,0,153)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,190,190
96,D24,Sample_90,"""RGB(255,0,17)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,191,191
96,D24,Sample_90,"""RGB(255,0,17)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,192,192
97,E1,Sample_03,"""RGB(255,34,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,193,193
97,E1,Sample_03,"""RGB(255,34,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,194,194
98,E2,Sample_11,"""RGB(255,170,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,195,195
98,E2,Sample_11,"""RGB(255,170,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,196,196
99,E3,Sample_19,"""RGB(204,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,197,197
99,E3,Sample_19,"""RGB(204,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,198,198
100,E4,Sample_27,"""RGB(68,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,199,199
100,E4,Sample_27,"""RGB(68,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,200,200
101,E5,Sample_35,"""RGB(0,255,68)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,201,201
101,E5,Sample_35,"""RGB(0,255,68)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,202,202
102,E6,Sample_43,"""RGB(0,255,204)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,203,203
102,E6,Sample_43,"""RGB(0,255,204)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,204,204
103,E7,Sample_51,"""RGB(0,170,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,205,205
103,E7,Sample_51,"""RGB(0,170,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,206,206
104,E8,Sample_59,"""RGB(0,34,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,207,207
104,E8,Sample_59,"""RGB(0,34,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,208,208
105,E9,Sample_67,"""RGB(102,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,209,209
105,E9,Sample_67,"""RGB(102,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,210,210
106,E10,Sample_75,"""RGB(238,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,211,211
106,E10,Sample_75,"""RGB(238,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,212,212
107,E11,Sample_83,"""RGB(255,0,136)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,213,213
107,E11,Sample_83,"""RGB(255,0,136)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,214,214
109,E13,Sample_03,"""RGB(255,34,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,215,217
109,E13,Sample_03,"""RGB(255,34,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,216,218
110,E14,Sample_11,"""RGB(255,170,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,217,219
110,E14,Sample_11,"""RGB(255,170,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,218,220
111,E15,Sample_19,"""RGB(204,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,219,221
111,E15,Sample_19,"""RGB(204,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,220,222
112,E16,Sample_27,"""RGB(68,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,221,223
112,E16,Sample_27,"""RGB(68,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,222,224
113,E17,Sample_35,"""RGB(0,255,68)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,223,225
113,E17,Sample_35,"""RGB(0,255,68)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,224,226
114,E18,Sample_43,"""RGB(0,255,204)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,225,227
114,E18,Sample_43,"""RGB(0,255,204)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,226,228
115,E19,Sample_51,"""RGB(0,170,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,227,229
115,E19,Sample_51,"""RGB(0,170,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,228,230
116,E20,Sample_59,"""RGB(0,34,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,229,231
116,E20,Sample_59,"""RGB(0,34,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,230,232
117,E21,Sample_67,"""RGB(102,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,231,233
117,E21,Sample_67,"""RGB(102,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,232,234
118,E22,Sample_75,"""RGB(238,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,233,235
118,E22,Sample_75,"""RGB(238,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,234,236
119,E23,Sample_83,"""RGB(255,0,136)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,235,237
119,E23,Sample_83,"""RGB(255,0,136)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,236,238
121,F1,Sample_03,"""RGB(255,34,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,237,241
121,F1,Sample_03,"""RGB(255,34,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,238,242
122,F2,Sample_11,"""RGB(255,170,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,239,243
122,F2,Sample_11,"""RGB(255,170,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,240,244
123,F3,Sample_19,"""RGB(204,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,241,245
123,F3,Sample_19,"""RGB(204,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,242,246
124,F4,Sample_27,"""RGB(68,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,243,247
124,F4,Sample_27,"""RGB(68,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,244,248
125,F5,Sample_35,"""RGB(0,255,68)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,245,249
125,F5,Sample_35,"""RGB(0,255,68)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,246,250
126,F6,Sample_43,"""RGB(0,255,204)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,247,251
126,F6,Sample_43,"""RGB(0,255,204)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,248,252
127,F7,Sample_51,"""RGB(0,170,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,249,253
127,F7,Sample_51,"""RGB(0,170,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,250,254
128,F8,Sample_59,"""RGB(0,34,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,251,255
128,F8,Sample_59,"""RGB(0,34,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,252,256
129,F9,Sample_67,"""RGB(102,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,253,257
129,F9,Sample_67,"""RGB(102,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,254,258
130,F10,Sample_75,"""RGB(238,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,255,259
130,F10,Sample_75,"""RGB(238,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,256,260
131,F11,Sample_83,"""RGB(255,0,136)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,257,261
131,F11,Sample_83,"""RGB(255,0,136)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,258,262
133,F13,Sample_03,"""RGB(255,34,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,259,265
133,F13,Sample_03,"""RGB(255,34,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,260,266
134,F14,Sample_11,"""RGB(255,170,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,261,267
134,F14,Sample_11,"""RGB(255,170,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,262,268
135,F15,Sample_19,"""RGB(204,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,263,269
135,F15,Sample_19,"""RGB(204,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,264,270
136,F16,Sample_27,"""RGB(68,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,265,271
136,F16,Sample_27,"""RGB(68,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,266,272
137,F17,Sample_35,"""RGB(0,255,68)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,267,273
137,F17,Sample_35,"""RGB(0,255,68)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,268,274
138,F18,Sample_43,"""RGB(0,255,204)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,269,275
138,F18,Sample_43,"""RGB(0,255,204)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,270,276
139,F19,Sample_51,"""RGB(0,170,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,271,277
139,F19,Sample_51,"""RGB(0,170,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,272,278
140,F20,Sample_59,"""RGB(0,34,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,273,279
140,F20,Sample_59,"""RGB(0,34,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,274,280
141,F21,Sample_67,"""RGB(102,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,275,281
141,F21,Sample_67,"""RGB(102,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,276,282
142,F22,Sample_75,"""RGB(238,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,277,283
142,F22,Sample_75,"""RGB(238,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,278,284
143,F23,Sample_83,"""RGB(255,0,136)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,279,285
143,F23,Sample_83,"""RGB(255,0,136)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,280,286
145,G1,Sample_04,"""RGB(255,51,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,281,289
145,G1,Sample_04,"""RGB(255,51,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,282,290
146,G2,Sample_12,"""RGB(255,187,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,283,291
146,G2,Sample_12,"""RGB(255,187,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,284,292
147,G3,Sample_20,"""RGB(187,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,285,293
147,G3,Sample_20,"""RGB(187,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,286,294
148,G4,Sample_28,"""RGB(51,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,287,295
148,G4,Sample_28,"""RGB(51,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,288,296
149,G5,Sample_36,"""RGB(0,255,85)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,289,297
149,G5,Sample_36,"""RGB(0,255,85)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,290,298
150,G6,Sample_44,"""RGB(0,255,221)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,291,299
150,G6,Sample_44,"""RGB(0,255,221)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,292,300
151,G7,Sample_52,"""RGB(0,153,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,293,301
151,G7,Sample_52,"""RGB(0,153,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,294,302
152,G8,Sample_60,"""RGB(0,17,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,295,303
152,G8,Sample_60,"""RGB(0,17,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,296,304
153,G9,Sample_68,"""RGB(119,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,297,305
153,G9,Sample_68,"""RGB(119,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,298,306
154,G10,Sample_76,"""RGB(255,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,299,307
154,G10,Sample_76,"""RGB(255,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,300,308
155,G11,Sample_84,"""RGB(255,0,119)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,301,309
155,G11,Sample_84,"""RGB(255,0,119)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,302,310
157,G13,Sample_04,"""RGB(255,51,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,303,313
157,G13,Sample_04,"""RGB(255,51,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,304,314
158,G14,Sample_12,"""RGB(255,187,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,305,315
158,G14,Sample_12,"""RGB(255,187,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,306,316
159,G15,Sample_20,"""RGB(187,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,307,317
159,G15,Sample_20,"""RGB(187,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,308,318
160,G16,Sample_28,"""RGB(51,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,309,319
160,G16,Sample_28,"""RGB(51,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,310,320
161,G17,Sample_36,"""RGB(0,255,85)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,311,321
161,G17,Sample_36,"""RGB(0,255,85)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,312,322
162,G18,Sample_44,"""RGB(0,255,221)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,313,323
162,G18,Sample_44,"""RGB(0,255,221)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,314,324
163,G19,Sample_52,"""RGB(0,153,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,315,325
163,G19,Sample_52,"""RGB(0,153,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,316,326
164,G20,Sample_60,"""RGB(0,17,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,317,327
164,G20,Sample_60,"""RGB(0,17,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,318,328
165,G21,Sample_68,"""RGB(119,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,319,329
165,G21,Sample_68,"""RGB(119,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,320,330
166,G22,Sample_76,"""RGB(255,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,321,331
166,G22,Sample_76,"""RGB(255,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,322,332
167,G23,Sample_84,"""RGB(255,0,119)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,323,333
167,G23,Sample_84,"""RGB(255,0,119)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,324,334
169,H1,Sample_04,"""RGB(255,51,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,325,337
169,H1,Sample_04,"""RGB(255,51,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,326,338
170,H2,Sample_12,"""RGB(255,187,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,327,339
170,H2,Sample_12,"""RGB(255,187,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,328,340
171,H3,Sample_20,"""RGB(187,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,329,341
171,H3,Sample_20,"""RGB(187,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,330,342
172,H4,Sample_28,"""RGB(51,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,331,343
172,H4,Sample_28,"""RGB(51,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,332,344
173,H5,Sample_36,"""RGB(0,255,85)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,333,345
173,H5,Sample_36,"""RGB(0,255,85)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,334,346
174,H6,Sample_44,"""RGB(0,255,221)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,335,347
174,H6,Sample_44,"""RGB(0,255,221)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,336,348
175,H7,Sample_52,"""RGB(0,153,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,337,349
175,H7,Sample_52,"""RGB(0,153,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,338,350
176,H8,Sample_60,"""RGB(0,17,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,339,351
176,H8,Sample_60,"""RGB(0,17,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,340,352
177,H9,Sample_68,"""RGB(119,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,341,353
177,H9,Sample_68,"""RGB(119,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,342,354
178,H10,Sample_76,"""RGB(255,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,343,355
178,H10,Sample_76,"""RGB(255,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,344,356
179,H11,Sample_84,"""RGB(255,0,119)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,345,357
179,H11,Sample_84,"""RGB(255,0,119)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,346,358
181,H13,Sample_04,"""RGB(255,51,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,347,361
181,H13,Sample_04,"""RGB(255,51,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,348,362
182,H14,Sample_12,"""RGB(255,187,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,349,363
182,H14,Sample_12,"""RGB(255,187,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,350,364
183,H15,Sample_20,"""RGB(187,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,351,365
183,H15,Sample_20,"""RGB(187,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,352,366
184,H16,Sample_28,"""RGB(51,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,353,367
184,H16,Sample_28,"""RGB(51,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,354,368
185,H17,Sample_36,"""RGB(0,255,85)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,355,369
185,H17,Sample_36,"""RGB(0,255,85)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,356,370
186,H18,Sample_44,"""RGB(0,255,221)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,357,371
186,H18,Sample_44,"""RGB(0,255,221)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,358,372
187,H19,Sample_52,"""RGB(0,153,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,359,373
187,H19,Sample_52,"""RGB(0,153,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,360,374
188,H20,Sample_60,"""RGB(0,17,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,361,375
188,H20,Sample_60,"""RGB(0,17,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,362,376
189,H21,Sample_68,"""RGB(119,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,363,377
189,H21,Sample_68,"""RGB(119,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,364,378
190,H22,Sample_76,"""RGB(255,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,365,379
190,H22,Sample_76,"""RGB(255,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,366,380
