# File Name: /Users/chiara/Dropbox/Epigenetik-Labor/Experiments_Lena/MethyLight/Validation_Barcelona_samples/BARCA_pipeline/2021-08-12_BARCA_plate 4_A7-G12(1).eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-12 03:47:11 PM CEST
# Run End Date/Time: 2021-08-12 04:56:45 PM CEST
# Run Duration: 69 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-08-13 11:33:57 AM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2021-08-23 12:31:06 PM CEST
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"16000491010370","GSX1","2","-","0","37.01185876230106","0.04757859283419125","0.03364314563237031",
"16000491010370","GYPC1","2","-","0","","","",
"16000491010370","GYPC2","2","-","0","","","",
"16000491010370","ImC","2","-","0","29.928804787805042","0.17093337417039503","0.12086814800698377",
"16000491010370","RALYL","2","-","0","39.399115920327425","","",
"16000491010370","ZSCAN12","2","-","0","","","",
"16000491010379","COL2A1","2","-","0","28.18798948386383","0.11567319017576881","0.08179329717476724",
"16000491010379","DPP6","2","-","0","34.31640056258381","1.2021970068269021","0.8500816558494726",
"16000491010379","EpC","2","-","0","27.603393303330947","0.004957550932774222","0.0035055178826423465",
"16000491010379","GSX1","2","-","0","35.08909082557368","0.21880981397150848","0.15472190324942062",
"16000491010379","GYPC1","2","-","0","35.15369066834909","1.3808827085806668","0.9764315272606365",
"16000491010379","GYPC2","2","-","0","34.40254837339395","","",
"16000491010379","ImC","2","-","0","30.51283296863778","0.31421729224072026","0.22218517810948843",
"16000491010379","RALYL","2","-","0","","","",
"16000491010379","ZSCAN12","2","-","0","34.80178756419151","0.2560053355618074","0.18102310879569158",
"16000491010380","COL2A1","2","-","0","26.229122417414533","0.03069627124058918","0.021705541551362204",
"16000491010380","DPP6","2","-","0","29.328677391550027","0.028353897045189876","0.020049232873718972",
"16000491010380","EpC","2","-","0","26.50988851712688","0.059066409117465704","0.04176625842729891",
"16000491010380","GSX1","2","-","0","35.473249973598655","","",
"16000491010380","GYPC1","2","-","0","28.252677378968002","0.0823210607367582","0.05820978028143137",
"16000491010380","GYPC2","2","-","0","28.744992661762172","0.021547244651707067","0.015236202809107634",
"16000491010380","ImC","2","-","0","27.925814087230517","0.11803164045205278","0.08346097335821893",
"16000491010380","RALYL","2","-","0","28.477531887053384","0.12254146134221848","0.08664989829159185",
"16000491010380","ZSCAN12","2","-","0","29.2557142862872","0.19560221662732147","0.13831165379229907",
"16000491010388","COL2A1","2","-","0","26.95378761861729","0.21870214943186492","0.1546457729233453",
"16000491010388","DPP6","2","-","0","28.722834566200426","0.18831599565451593","0.13315951753320462",
"16000491010388","EpC","2","-","0","27.13251666405771","0.11856408859865643","0.08383747105331257",
"16000491010388","GSX1","2","-","0","31.509806204454595","0.1529553939726274","0.1081557962971048",
"16000491010388","GYPC1","2","-","0","27.821863688762136","0.02420288099233331","0.01711402127392988",
"16000491010388","GYPC2","2","-","0","28.143861709395573","0.05458131454044792","0.03859481763762663",
"16000491010388","ImC","2","-","0","28.182194080426108","0.11443548195763108","0.08091810530059174",
"16000491010388","RALYL","2","-","0","38.892968954823544","4.090613892121556","2.892500822335048",
"16000491010388","ZSCAN12","2","-","0","30.271638840627926","0.39189843137195896","0.27711403835948295",
"16000491010433","COL2A1","2","-","0","25.66501895622331","0.26677302899603844","0.18863701784077425",
"16000491010433","DPP6","2","-","0","29.917311147064623","0.01826077637316311","0.012912318803194723",
"16000491010433","EpC","2","-","0","25.687836159698975","0.0409601569200544","0.028963204716635552",
"16000491010433","GSX1","2","-","0","33.36607381785124","0.024875005026340994","0.01758928473617517",
"16000491010433","GYPC1","2","-","0","29.23574175860818","0.2818067634253874","0.19926747340232456",
"16000491010433","GYPC2","2","-","0","29.53929913158105","0.3258408262231951","0.23040425780984866",
"16000491010433","ImC","2","-","0","26.7761107122442","0.21787429571375314","0.15406039194543797",
"16000491010433","RALYL","2","-","0","30.89030874592045","0.27982623488451214","0.19786702824073815",
"16000491010433","ZSCAN12","2","-","0","30.069675826795535","0.21779594247019807","0.15400498783559222",
"16000491010435","COL2A1","2","-","0","28.82830923722872","0.14503942905065587","0.10255836382114389",
"16000491010435","DPP6","2","-","0","39.01067694729251","","",
"16000491010435","EpC","2","-","0","26.922570153999796","0.04456007842254439","0.031508733622785494",
"16000491010435","GSX1","2","-","0","38.13821592916012","","",
"16000491010435","GYPC1","2","-","0","31.084115729511076","0.17934290178406043","0.12681458200918208",
"16000491010435","GYPC2","2","-","0","30.789251929497734","0.2863518130765998","0.2024813088315264",
"16000491010435","ImC","2","-","0","29.58457272460606","0.14616204209436004","0.10335217111699559",
"16000491010435","RALYL","2","-","0","34.63968771538195","1.0444071412628275","0.7385073719066018",
"16000491010435","ZSCAN12","2","-","0","32.16839983254425","0.1295556353692756","0.0916096683105465",
"16000491010442","COL2A1","2","-","0","26.949389063767207","0.18099682550446708","0.12798408268744693",
"16000491010442","DPP6","2","-","0","35.23376945999614","","",
"16000491010442","EpC","2","-","0","26.29938300140171","0.07119471802656442","0.050342267901247836",
"16000491010442","GSX1","2","-","0","37.68056213212729","0.9254675183492203","0.6544043579926192",
"16000491010442","GYPC1","2","-","0","37.66523101731331","","",
"16000491010442","GYPC2","2","-","0","","","",
"16000491010442","ImC","2","-","0","29.0390168295376","0.030093200624960945","0.021279106229517133",
"16000491010442","RALYL","2","-","0","37.027588272156954","0.9051209281855022","0.6400171461138306",
"16000491010442","ZSCAN12","2","-","0","","","",
"16000491010443","COL2A1","2","-","0","29.32716844703812","0.13144364373489315","0.09294469182881158",
"16000491010443","DPP6","2","-","0","","","",
"16000491010443","EpC","2","-","0","27.423219611488932","0.11778676445135025","0.08328781987757233",
"16000491010443","GSX1","2","-","0","","","",
"16000491010443","GYPC1","2","-","0","35.843484490652415","","",
"16000491010443","GYPC2","2","-","0","36.18626150786929","","",
"16000491010443","ImC","2","-","0","","","",
"16000491010443","RALYL","2","-","0","","","",
"16000491010443","ZSCAN12","2","-","0","","","",
"16000491010446","COL2A1","2","-","0","28.70444305488047","0.12485439493297162","0.08828538931804755",
"16000491010446","DPP6","2","-","0","36.60074954051049","","",
"16000491010446","EpC","2","-","0","27.99393137361499","0.06527996992859662","0.04615990941216457",
"16000491010446","GSX1","2","-","0","36.99990442542705","","",
"16000491010446","GYPC1","2","-","0","34.90898348541812","","",
"16000491010446","GYPC2","2","-","0","","","",
"16000491010446","ImC","2","-","0","30.759944573761437","0.1947806039012765","0.1377306858622035",
"16000491010446","RALYL","2","-","0","36.38130012231203","","",
"16000491010446","ZSCAN12","2","-","0","37.07463592242706","0.09244017898486202","0.06536507741429412",
"16000491010450","COL2A1","2","-","0","26.929491346143823","0.07319528134768626","0.05175687979180617",
"16000491010450","DPP6","2","-","0","","","",
"16000491010450","EpC","2","-","0","27.3359186720066","0.30325286406766044","0.21443215659648499",
"16000491010450","GSX1","2","-","0","39.541508567959916","","",
"16000491010450","GYPC1","2","-","0","35.09211704872099","","",
"16000491010450","GYPC2","2","-","0","","","",
"16000491010450","ImC","2","-","0","28.13476702880483","0.09905756759646059","0.07004427777530209",
"16000491010450","RALYL","2","-","0","37.974615249639015","","",
"16000491010450","ZSCAN12","2","-","0","38.63684346660525","","",
"16000491010455","COL2A1","2","-","0","26.508289090513006","0.09129729983150021","0.06455693981487524",
"16000491010455","DPP6","2","-","0","34.80839651746873","0.26034092714740614","0.1840888350063238",
"16000491010455","EpC","2","-","0","25.79541061087541","0.04310367285291486","0.030478899368342593",
"16000491010455","GSX1","2","-","0","34.78339297128041","0.7244581641906016","0.5122692805851317",
"16000491010455","GYPC1","2","-","0","","","",
"16000491010455","GYPC2","2","-","0","","","",
"16000491010455","ImC","2","-","0","28.106912257226842","0.059753458918390255","0.042252076000545535",
"16000491010455","RALYL","2","-","0","33.939615305355524","0.04743049115957329","0.033538421933942866",
"16000491010455","ZSCAN12","2","-","0","","","",
"16000491010456","COL2A1","2","-","0","29.397711228521274","0.09369070625152635","0.06624933372461114",
"16000491010456","DPP6","2","-","0","","","",
"16000491010456","EpC","2","-","0","28.662916127021983","0.02851285447354336","0.020161632749227696",
"16000491010456","GSX1","2","-","0","","","",
"16000491010456","GYPC1","2","-","0","","","",
"16000491010456","GYPC2","2","-","0","","","",
"16000491010456","ImC","2","-","0","30.74556473179247","0.1585110288859757","0.11208422341813012",
"16000491010456","RALYL","2","-","0","44.74344888522175","","",
"16000491010456","ZSCAN12","2","-","0","","","",
"16000491010463","COL2A1","2","-","0","33.21998456470217","0.19019763715588878","0.13449003899858739",
"16000491010463","DPP6","2","-","0","","","",
"16000491010463","EpC","2","-","0","31.805650075351423","0.04250557995966345","0.03005598382774504",
"16000491010463","GSX1","2","-","0","","","",
"16000491010463","GYPC1","2","-","0","","","",
"16000491010463","GYPC2","2","-","0","","","",
"16000491010463","ImC","2","-","0","36.154040051047964","0.8402253701152973","0.5941290569335034",
"16000491010463","RALYL","2","-","0","35.48695135785056","","",
"16000491010463","ZSCAN12","2","-","0","","","",
"16000491010472","COL2A1","2","-","0","32.90960305226396","0.5160848629804846","0.3649271062812309",
"16000491010472","DPP6","2","-","0","","","",
"16000491010472","EpC","2","-","0","30.927262983677146","0.04975570619925383","0.035182597256217925",
"16000491010472","GSX1","2","-","0","","","",
"16000491010472","GYPC1","2","-","0","","","",
"16000491010472","GYPC2","2","-","0","","","",
"16000491010472","ImC","2","-","0","38.81683787448854","1.2206031563264397","0.863096768976129",
"16000491010472","RALYL","2","-","0","","","",
"16000491010472","ZSCAN12","2","-","0","","","",
"16000491010473","COL2A1","2","-","0","25.067414919363998","0.06353886816078193","0.04492876454540692",
"16000491010473","DPP6","2","-","0","32.059994035704136","0.02436207205080586","0.017226586350880084",
"16000491010473","EpC","2","-","0","24.9572354161613","0.029644746374610755","0.020962001188042582",
"16000491010473","GSX1","2","-","0","32.79767996822061","0.47339720838384425","0.33474237624299735",
"16000491010473","GYPC1","2","-","0","","","",
"16000491010473","GYPC2","2","-","0","","","",
"16000491010473","ImC","2","-","0","26.530190795322675","0.027284220336200083","0.01929285721911498",
"16000491010473","RALYL","2","-","0","32.25462716948702","0.6846420585465932","0.4841150422838133",
"16000491010473","ZSCAN12","2","-","0","37.51287194668424","","",
"16000491010476","COL2A1","2","-","0","26.19104945972347","0.13615351899587316","0.09627507656439332",
"16000491010476","DPP6","2","-","0","35.18397292325014","0.862857687161183","0.6101325217906131",
"16000491010476","EpC","2","-","0","24.96455812664467","0.020870957467256233","0.014757995554952892",
"16000491010476","GSX1","2","-","0","38.097353749178595","0.3894248524650614","0.2753649539406157",
"16000491010476","GYPC1","2","-","0","","","",
"16000491010476","GYPC2","2","-","0","","","",
"16000491010476","ImC","2","-","0","33.52394692757193","","",
"16000491010476","RALYL","2","-","0","35.11684643369716","1.225147718595547","0.8663102597741393",
"16000491010476","ZSCAN12","2","-","0","","","",
"16000491010548","COL2A1","2","-","0","25.231304412904336","0.14610690027927206","0.10331317996561994",
"16000491010548","DPP6","2","-","0","32.20562989329797","7.460638124399165E-4","5.275467809741535E-4",
"16000491010548","EpC","2","-","0","24.543279911421624","0.05735281031919594","0.040554561096809244",
"16000491010548","GSX1","2","-","0","32.800662087518916","0.22995860259167625","0.16260528728475665",
"16000491010548","GYPC1","2","-","0","","","",
"16000491010548","GYPC2","2","-","0","","","",
"16000491010548","ImC","2","-","0","26.406087411041106","0.034562825050595554","0.024439607970240394",
"16000491010548","RALYL","2","-","0","32.39354530035321","0.36555953969087374","0.25848962944284964",
"16000491010548","ZSCAN12","2","-","0","","","",
"16000491010558","COL2A1","2","-","0","26.01142315203588","0.07308673680226073","0.05168012720767497",
"16000491010558","DPP6","2","-","0","32.98458961314826","0.14826095899770098","0.10483632949249504",
"16000491010558","EpC","2","-","0","24.82643397727533","4.041599292834681E-5","2.8578422668021578E-5",
"16000491010558","GSX1","2","-","0","33.82112497720479","0.4736688590602245","0.33493446227837975",
"16000491010558","GYPC1","2","-","0","","","",
"16000491010558","GYPC2","2","-","0","","","",
