# File Name: /Users/chiara/Dropbox/Epigenetik-Labor/Experiments_Lena/MethyLight/Validation_Barcelona_samples/BARCA_pipeline/2021-08-11_BARCA_plate 3_A1-G6(2).eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-11 02:27:49 PM CEST
# Run End Date/Time: 2021-08-11 03:37:23 PM CEST
# Run Duration: 69 minutes 33 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-08-19 03:15:33 PM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2021-08-23 12:33:55 PM CEST
"Well","Well Position","Cycle Number","VIC","FAM","ROX","CY5"
"4","A4","20","56625.445",,"112612.12","102499.58"
"4","A4","21","56629.105",,"112541.18","102527.73"
"4","A4","22","56660.836",,"112446.4","102874.88"
"4","A4","23","57195.703",,"112458.63","102955.59"
"4","A4","24","57635.64",,"112592.875","103322.53"
"4","A4","25","58362.77",,"112577.9","103770.39"
"4","A4","26","59636.35",,"112584.87","104597.06"
"4","A4","27","62198.51",,"112802.91","106252.25"
"4","A4","28","66618.29",,"113015.5","108944.76"
"4","A4","29","73715.34",,"113182.69","113488.07"
"4","A4","30","83420.93",,"113684.87","119455.82"
"4","A4","31","94455.78",,"114347.36","126020.85"
"4","A4","32","106125.57",,"114772.93","132766.28"
"4","A4","33","117016.875",,"115403.73","138799.0"
"4","A4","34","126466.984",,"115944.85","144220.05"
"4","A4","35","133919.34",,"116185.016","149140.75"
"4","A4","36","140021.47",,"116703.73","153683.94"
"4","A4","37","144924.4",,"116820.37","157432.75"
"4","A4","38","149109.9",,"116959.914","160747.98"
"4","A4","39","152190.56",,"117231.586","163839.3"
"4","A4","40","155023.97",,"117462.086","166329.56"
"4","A4","41","157442.22",,"117491.87","168290.94"
"4","A4","42","159800.33",,"117466.95","170224.88"
"4","A4","43","161437.97",,"117714.516","172089.6"
"4","A4","44","162830.47",,"117681.86","173542.5"
"4","A4","45","163849.75",,"117918.18","174684.9"
"5","A5","1","58110.74",,"119437.38","104798.75"
"5","A5","2","57762.76",,"118982.8","104500.516"
"5","A5","3","57380.75",,"118351.27","103887.61"
"5","A5","4","57160.746",,"117686.54","103442.56"
"5","A5","5","56857.617",,"116723.53","102503.7"
"5","A5","6","56518.25",,"115858.016","101654.59"
"5","A5","7","55767.824",,"115266.65","101208.86"
"5","A5","8","55528.707",,"115050.39","101000.77"
"5","A5","9","55539.824",,"114928.14","100689.21"
"5","A5","10","55764.676",,"114817.16","100689.914"
"5","A5","11","56192.766",,"114695.89","100962.63"
"5","A5","12","56150.395",,"114422.336","100887.74"
"5","A5","13","56086.676",,"114337.57","100823.555"
"5","A5","14","56198.87",,"114443.8","100898.445"
"5","A5","15","56230.125",,"114425.25","101098.49"
"5","A5","16","56220.02",,"114343.33","101124.02"
"5","A5","17","56258.27",,"114256.55","101258.164"
"5","A5","18","56324.168",,"114184.055","101362.02"
"5","A5","19","56759.586",,"114137.06","101429.79"
"5","A5","20","56723.125",,"114159.24","101617.8"
"5","A5","21","56598.367",,"114187.516","101615.78"
"5","A5","22","56650.402",,"114172.15","101717.96"
"5","A5","23","56981.242",,"114133.16","101789.984"
"5","A5","24","56981.16",,"114195.91","101883.62"
"5","A5","25","56981.676",,"114338.22","101894.78"
"5","A5","26","56895.08",,"114099.14","101889.62"
"5","A5","27","56877.633",,"114018.52","101993.03"
"5","A5","28","56944.008",,"114048.65","101990.2"
"5","A5","29","57107.445",,"113916.55","102223.21"
"5","A5","30","57206.383",,"113919.93","102375.68"
"5","A5","31","57233.832",,"114084.16","102546.06"
"5","A5","32","57191.52",,"114096.18","102727.22"
"5","A5","33","57334.457",,"114106.47","102818.984"
"5","A5","34","57623.46",,"114118.914","102912.32"
"5","A5","35","57663.9",,"114268.305","103037.04"
"5","A5","36","57990.957",,"114284.18","102848.88"
"5","A5","37","58059.867",,"114358.91","102851.53"
"5","A5","38","57918.605",,"114327.625","103533.36"
"5","A5","39","57825.47",,"114298.11","103769.51"
"5","A5","40","58094.754",,"114227.73","103805.4"
"5","A5","41","58321.34",,"114184.625","103813.28"
"5","A5","42","58124.184",,"114287.02","103981.2"
"5","A5","43","58004.05",,"114438.0","104082.12"
"5","A5","44","58258.562",,"114248.65","104269.08"
"5","A5","45","58421.59",,"114148.34","104298.945"
"6","A6","1","60809.566",,"123384.89","111231.78"
"6","A6","2","60469.676",,"123125.96","111029.7"
"6","A6","3","60139.094",,"122517.96","110347.57"
"6","A6","4","59922.47",,"121684.67","109587.1"
"6","A6","5","59640.742",,"120768.45","108963.445"
"6","A6","6","58944.836",,"119627.055","108182.4"
"6","A6","7","57857.938",,"118754.14","107344.305"
"6","A6","8","57741.67",,"118488.01","106554.57"
"6","A6","9","58268.055",,"118340.84","106432.25"
"6","A6","10","58419.387",,"118100.01","106591.56"
"6","A6","11","58436.445",,"117996.52","106400.95"
"6","A6","12","58373.715",,"117921.984","106371.95"
"6","A6","13","58339.348",,"117490.805","106481.49"
"6","A6","14","58221.664",,"117423.234","106396.766"
"6","A6","15","58243.586",,"117612.86","106401.68"
"6","A6","16","58529.164",,"117685.484","106570.87"
"6","A6","17","58070.047",,"117646.65","106664.71"
"6","A6","18","58074.0",,"117602.48","107024.81"
"6","A6","19","58776.48",,"117535.47","107131.31"
"6","A6","20","58793.977",,"117508.05","107077.98"
"6","A6","21","58748.78",,"117550.84","107116.52"
"6","A6","22","58987.8",,"117598.4","107179.25"
"6","A6","23","58831.7",,"117782.81","107178.195"
"6","A6","24","58747.445",,"117545.72","107365.12"
"6","A6","25","58962.35",,"117460.086","107449.35"
"6","A6","26","59084.348",,"117502.02","107545.45"
"6","A6","27","59153.535",,"117533.37","107518.734"
"6","A6","28","59152.418",,"117564.555","107651.46"
"6","A6","29","59167.95",,"117750.37","107877.61"
"6","A6","30","59313.5",,"117690.94","108369.414"
"6","A6","31","59266.07",,"117662.945","108419.086"
"6","A6","32","59131.562",,"117800.09","108558.39"
"6","A6","33","59112.918",,"117776.82","108663.91"
"6","A6","34","59422.02",,"117662.07","108626.54"
"6","A6","35","59726.28",,"117588.14","108642.98"
"6","A6","36","59871.406",,"117526.32","108876.08"
"6","A6","37","59760.35",,"117510.96","108853.375"
"6","A6","38","59733.617",,"117603.1","108917.18"
"6","A6","39","60155.65",,"117696.67","109180.68"
"6","A6","40","60171.895",,"117896.42","109302.51"
"6","A6","41","60283.992",,"117931.85","109508.44"
"6","A6","42","60386.37",,"117985.375","109596.055"
"6","A6","43","60379.773",,"117982.94","109932.71"
"6","A6","44","60592.297",,"118013.49","110055.96"
"6","A6","45","60706.652",,"118382.33","110140.69"
"7","A7","1","9726.591",,"123414.5","55135.957"
"7","A7","2","9620.556",,"123083.414","55017.035"
"7","A7","3","9504.477",,"122210.13","54634.953"
"7","A7","4","9456.742",,"121685.86","54265.973"
"7","A7","5","9434.492",,"120805.766","54019.527"
"7","A7","6","9188.215",,"119449.13","53559.484"
"7","A7","7","9141.211",,"118942.016","53103.26"
"7","A7","8","9235.181",,"118765.086","52956.656"
