# File Name: /Users/chiara/Dropbox/Epigenetik-Labor/Experiments_Lena/MethyLight/Validation_Barcelona_samples/BARCA_pipeline/2021-08-11_BARCA_plate 3_A7-G12(3).eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-2778720120007
# Instrument Serial Number: 2778720120007
# Heated Cover Serial Number: 2779320110679
# Block Serial Number: 2778320110688
# Run Start Date/Time: 2021-08-11 04:22:43 PM CEST
# Run End Date/Time: 2021-08-11 05:32:18 PM CEST
# Run Duration: 69 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-08-13 10:05:09 AM CEST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2021-08-23 12:34:47 PM CEST
"Well","Well Position","Cycle Number","VIC","FAM","ROX","CY5"
"1","A1","1","60500.79",,"121527.67","105623.82"
"1","A1","2","60364.336",,"121166.125","105457.99"
"1","A1","3","59867.12",,"120367.83","104724.75"
"1","A1","4","59272.605",,"119411.375","104089.9"
"1","A1","5","58894.41",,"118556.836","103308.016"
"1","A1","6","58296.16",,"117513.836","102408.26"
"1","A1","7","57771.863",,"116095.35","101272.42"
"1","A1","8","57162.125",,"114938.34","99896.44"
"1","A1","9","56953.95",,"114630.13","99155.83"
"1","A1","10","56868.344",,"114551.11","99147.56"
"1","A1","11","56752.58",,"114550.266","99525.44"
"1","A1","12","56527.156",,"114544.3","99337.54"
"1","A1","13","56404.37",,"114620.59","99269.984"
"1","A1","14","56480.56",,"114496.95","99484.45"
"1","A1","15","56900.227",,"114151.38","99757.14"
"1","A1","16","57090.56",,"114100.555","99823.8"
"1","A1","17","57045.87",,"114327.76","99906.63"
"1","A1","18","56999.074",,"114330.17","99751.71"
"1","A1","19","57022.926",,"114286.85","99749.05"
"1","A1","20","57363.117",,"114201.805","100135.06"
"1","A1","21","57362.305",,"114204.625","100130.16"
"1","A1","22","57076.246",,"114429.695","100069.945"
"1","A1","23","57002.96",,"114396.54","100210.01"
"1","A1","24","57196.125",,"114293.78","100178.695"
"1","A1","25","57252.992",,"114162.336","100199.98"
"1","A1","26","57422.215",,"114096.15","100178.055"
"1","A1","27","57283.492",,"114050.73","100199.12"
"1","A1","28","57259.977",,"113913.2","100372.71"
"1","A1","29","57695.61",,"113902.98","100658.75"
"1","A1","30","58264.332",,"114007.7","101511.65"
"1","A1","31","59287.84",,"114025.37","102291.47"
"1","A1","32","60886.625",,"114086.39","104175.875"
"1","A1","33","64088.734",,"114451.0","107729.31"
"1","A1","34","69710.65",,"114635.88","112380.5"
"1","A1","35","77123.016",,"114959.03","117935.54"
"1","A1","36","85715.09",,"115364.47","123675.02"
"1","A1","37","94764.984",,"115909.1","129032.09"
"1","A1","38","103165.45",,"116396.97","134017.22"
"1","A1","39","110623.52",,"116645.31","138888.11"
"1","A1","40","117190.98",,"116852.08","143417.62"
"1","A1","41","123121.68",,"117399.836","147282.55"
"1","A1","42","128885.1",,"117556.11","150794.23"
"1","A1","43","133188.53",,"117605.5","153983.08"
"1","A1","44","136689.47",,"117710.305","156419.08"
"1","A1","45","139484.6",,"118243.57","158691.23"
"2","A2","1","59981.5",,"119795.54","105499.18"
"2","A2","2","59415.566",,"118639.77","104778.06"
"2","A2","3","58660.508",,"117252.3","103552.22"
"2","A2","4","58065.613",,"116469.15","102543.61"
"2","A2","5","57478.805",,"115868.63","101935.31"
"2","A2","6","56916.938",,"115060.695","101461.59"
"2","A2","7","56224.645",,"114136.44","100433.625"
"2","A2","8","55660.023",,"112774.57","99173.86"
"2","A2","9","55453.312",,"111688.71","98025.65"
"2","A2","10","55274.926",,"111410.79","97766.875"
"2","A2","11","55145.684",,"111466.39","97845.64"
"2","A2","12","54945.55",,"111539.46","97919.31"
"2","A2","13","54906.664",,"111452.305","97844.914"
"2","A2","14","54956.92",,"111337.75","97722.4"
"2","A2","15","55000.44",,"111223.67","97492.16"
"2","A2","16","54989.72",,"111166.89","97509.305"
"2","A2","17","55003.082",,"111160.086","97748.336"
"2","A2","18","55150.785",,"111077.805","97581.9"
"2","A2","19","55195.09",,"111007.85","97582.93"
"2","A2","20","55246.273",,"110931.82","97898.88"
"2","A2","21","55232.195",,"110939.92","98028.18"
"2","A2","22","55276.406",,"110935.45","98220.83"
"2","A2","23","55317.85",,"110770.29","98011.92"
"2","A2","24","55586.816",,"110699.555","97932.234"
"2","A2","25","55584.965",,"110779.89","98106.695"
"2","A2","26","55554.594",,"110734.53","98224.07"
"2","A2","27","55575.645",,"110688.93","98167.77"
"2","A2","28","55585.984",,"110700.055","98175.99"
"2","A2","29","55815.637",,"110640.17","98379.7"
"2","A2","30","55826.56",,"110637.58","98357.33"
"2","A2","31","55855.312",,"110848.69","98351.8"
"2","A2","32","55651.96",,"110776.71","98431.164"
"2","A2","33","55631.67",,"110294.52","98420.74"
"2","A2","34","56065.453",,"110239.54","98582.62"
"2","A2","35","56269.426",,"110589.984","98708.99"
"2","A2","36","55897.926",,"110971.32","99068.57"
"2","A2","37","55734.32",,"110948.19","99221.32"
"2","A2","38","55849.633",,"110850.32","99544.82"
"2","A2","39","56235.953",,"110774.81","100097.29"
"2","A2","40","56424.504",,"110626.77","100825.14"
"2","A2","41","56351.41",,"110630.98","101806.82"
"2","A2","42","56297.15",,"110938.05","102475.61"
"2","A2","43","56253.45",,"110881.125","103294.32"
"2","A2","44","56292.277",,"110804.51","104399.34"
"2","A2","45","56212.64",,"110872.37","105603.52"
"3","A3","1","64488.594",,"124643.234","110893.89"
"3","A3","2","64215.496",,"124116.37","110395.836"
"3","A3","3","63126.848",,"122737.67","109101.97"
"3","A3","4","62623.4",,"121321.17","108145.94"
"3","A3","5","62298.883",,"120567.1","107556.44"
"3","A3","6","61769.613",,"119424.91","106499.26"
"3","A3","7","61049.13",,"118476.9","105099.09"
"3","A3","8","60303.05",,"117659.63","103911.51"
"3","A3","9","60159.246",,"117448.88","103330.68"
"3","A3","10","60211.07",,"117488.0","103264.49"
"3","A3","11","60234.484",,"117261.56","103406.93"
"3","A3","12","60351.29",,"117094.65","103571.02"
"3","A3","13","60414.7",,"116884.375","103686.45"
"3","A3","14","60514.703",,"116832.6","103734.734"
"3","A3","15","60546.04",,"116939.46","103609.266"
"3","A3","16","60423.16",,"116949.945","103567.16"
"3","A3","17","60254.266",,"117057.34","103656.1"
"3","A3","18","60269.7",,"117102.97","103510.875"
"3","A3","19","60576.41",,"116980.24","103515.34"
"3","A3","20","60754.043",,"116924.055","103827.95"
"3","A3","21","60716.234",,"116973.61","103919.47"
"3","A3","22","60763.81",,"116896.46","104132.984"
"3","A3","23","61050.906",,"116839.14","103921.47"
"3","A3","24","60933.246",,"116859.14","103897.23"
"3","A3","25","60880.168",,"116882.63","104236.1"
"3","A3","26","61076.72",,"116787.31","104043.984"
"3","A3","27","60983.72",,"116712.06","103956.305"
"3","A3","28","60875.965",,"116620.94","104139.54"
"3","A3","29","60896.457",,"116647.34","104162.164"
"3","A3","30","61098.184",,"116861.54","104151.05"
"3","A3","31","61095.17",,"116960.64","104419.13"
"3","A3","32","60706.535",,"116929.79","104513.016"
"3","A3","33","60681.902",,"116866.664","104510.914"
"3","A3","34","61228.79",,"116804.445","104804.82"
"3","A3","35","61610.88",,"116761.8","104867.12"
"3","A3","36","61760.723",,"116778.24","104790.24"
"3","A3","37","61674.46",,"116859.586","104882.516"
"3","A3","38","61545.605",,"116881.82","105017.54"
"3","A3","39","61515.176",,"116841.21","105237.78"
"3","A3","40","61719.28",,"116853.34","105523.98"
"3","A3","41","61969.99",,"116934.664","105474.055"
"3","A3","42","61878.73",,"116759.07","105300.56"
"3","A3","43","61850.707",,"116686.49","105213.31"
"3","A3","44","62239.42",,"116698.52","105553.04"
"3","A3","45","62240.598",,"116743.766","106141.82"
"4","A4","1","60512.066",,"120106.19","110251.6"
"4","A4","2","60227.082",,"119558.71","109201.53"
"4","A4","3","59380.848",,"118005.26","107888.62"
"4","A4","4","58648.77",,"117058.52","106888.69"
"4","A4","5","58219.867",,"116059.65","106183.69"
"4","A4","6","57944.086",,"115258.555","105694.7"
